temperatura_cabeza_F_diff,temperatura_cabeza_F,dosis_IC_ppm_diff,dosis_IC_ppm,agua_BAPD,mpy
0.0,89.6,51.33333333,51.33333333,47.4480526,0.987017135
0.3599999999999994,89.96,-13.887716680000004,37.44561665,575.15568,0.383
5.040000000000006,95.0,92.55438335,130.0,1048.458168,1.836352532
-7.200000000000003,87.8,-15.0,115.0,967.6608,3.307272532
16.200000000000003,104.0,-15.0,100.0,345.42804,6.929878639
-9.806960599999996,94.1930394,-84.53498891,15.46501109,84.32,0.235706118
0.8069605999999965,95.0,22.255025,37.72003609,663.389547,5.95
-3.5999999999999943,91.4,82.27996390999999,120.0,743.919314,0.705717252
9.0,100.4,-60.0,60.0,600.0423,0.886710516
-5.400000000000006,95.0,-26.04470102,33.95529898,417.71882,1.209589857
3.5999999999999943,98.6,-33.95529898,0.0,905.179023,4.926459306
4.41244300000001,103.012443,127.1118843,127.1118843,1120.7593,8.763217867
-15.212443000000007,87.8,-47.01634246,80.09554184,1219.971665,15.26492812
7.200000000000003,95.0,-61.27385713,18.82168471,176.70501,0.127823057
18.0,113.0,-18.82168471,0.0,403.377204,7.454721084
-18.0,95.0,18.3191667,18.3191667,120.045,0.85
9.0,104.0,33.225611619999995,51.54477832,608.58028,0.580135071
9.0,113.0,-28.28917716,23.25560116,474.172607,0.362093218
-9.0,104.0,12.599024779999995,35.85462594,465.0722685,15.23526417
3.5999999999999943,107.6,-10.036443069999995,25.81818287,1227.6334,8.782922242
3.6000000000000085,111.2,6.612037690000001,32.43022056,623.79567,1.409688758
-25.200000000000003,86.0,6.525390009999995,38.95561057,1631.0354,8.823790141
9.0,95.0,-7.476466719999998,31.47914385,847.3752,14.9459081
18.0,113.0,48.52085615,80.0,492.395166,6.214487053
-9.0,104.0,-46.21229304,33.78770696,292.38748,0.595156171
0.0,104.0,46.21229304,80.0,1181.40922,1.789617911
0.0,104.0,-56.23815733,23.76184267,362.28128,15.44915627
5.400000000000006,109.4,76.23815733,100.0,981.181,5.338117672
12.599999999999994,122.0,-100.0,0.0,1086.7728,6.22721644
-18.0,104.0,6.562436972,6.562436972,1239.96045,15.15599759
-9.0,95.0,-6.562436972,0.0,114.92374,2.176921126
0.7199999999999989,95.72,34.76452045,34.76452045,769.8708474,14.84586619
5.061468700000006,100.7814687,-34.76452045,0.0,789.46708,6.042671366
-3.0261828699999995,97.75528583,40.93931,40.93931,724.680138,2.335059712
-8.155285830000011,89.6,49.06069,90.0,852.743392,5.144369864
14.400000000000006,104.0,-90.0,0.0,571.73402,0.371698119
-2.745180700000006,101.2548193,21.33760047,21.33760047,481.61088,0.097059801
2.745180700000006,104.0,-0.6444957900000006,20.69310468,503.668025,0.564209795
-7.200000000000003,96.8,79.30689532,100.0,720.2428,15.35429698
5.291508399999998,102.0915084,-52.70798891,47.29201109,1164.633584,3.02838498
-3.4027455099999884,98.68876289,-17.386335490000004,29.9056756,1087.5296,13.5220657
-7.288762890000001,91.4,-0.2759125599999983,29.62976304,200.8125,1.526554857
7.939310739999996,99.33931074,9.79605189,39.42581493,644.43897,4.827356366
-4.339310740000002,95.0,-12.92370755,26.50210738,671.07916,15.01347312
7.450052400000004,102.4500524,73.49789262,100.0,725.382516,9.150562746
14.14994759999999,116.6,-100.0,0.0,490.88625,9.313547401
-19.8,96.8,0.0,0.0,1015.3692,15.57300346
-1.7999999999999972,95.0,33.77349213,33.77349213,347.14051,5.687459462
0.0,95.0,-33.77349213,0.0,169.215314,1.631319987
0.0,95.0,36.73670514,36.73670514,1142.04,14.75248571
9.0,104.0,93.26329486,130.0,1552.25496,15.47928904
3.5999999999999943,107.6,-130.0,0.0,1055.38356,6.40832091
5.400000000000006,113.0,0.0,0.0,440.221216,1.952688066
-18.0,95.0,36.65334139,36.65334139,808.83052,6.457861635
3.499673619999996,98.49967362,13.34665861,50.0,445.817736,1.54913543
0.1003263799999985,98.6,-50.0,0.0,1169.50795,9.916192982
0.2216171000000031,98.8216171,30.68864939,30.68864939,244.87538,0.185318056
23.178382900000003,122.0,-0.560807859999997,30.12784153,453.561564,0.565184812
-22.383184920000005,99.61681508,-30.12784153,0.0,753.9987,0.270870076
